company_name	industry_large_code	industry_large_name	industry_mid_code	industry_mid_name
(주)유니맥스	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
부산신항만주식회사	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
서한ENP	I06	건설·엔지니어링·부동산	I06-1	건축·토목·플랜트 시공(EPC)
케이비캐탈	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
LIG넥스원	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
(주)클리오	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
메드트로닉코리아	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
한국알박(주)	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
푸드나무	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
NICE인프라	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
디어스세다	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
리멤버	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
후루노코리아	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
POSCO	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
어플라이드머티어리얼즈코리아	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
CSG	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
코스메카코리아	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
wj	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
에이비엘생명	I17	금융 – 보험	I17-1	생명보험
LG생활건강	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
크레텍	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
대성쎌틱에너시스	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
에이치에스화성	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
Coupang	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
니콘이미징코리아	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
(주)한샘	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
한울회계법인	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
법무법인(유) 율촌	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
창조종합건축사사무소	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
해태아이스크림(주)	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
홈플러스(주)	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
(주)디어포스	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
(주)테이팩스	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
NSC	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
AK아이에스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
(재)CBS	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
온라인팜	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
(주)위메이드	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
kc이노베이션	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
HFBG 주식회사	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
서연이화	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
콘텐츠웨이브	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
삼성전자서비스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
에스엠엔터테인먼트	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
교보리얼코	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
유니투스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
코오롱	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
금융보안원	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
해태아이스크림	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
지에스텔레서비스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
유한킴벌리	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
에스케이엠앤에스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
대명스테이션	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
한화에어로스페이스	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
넥센타이어	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
삼성인력개발원	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
삼성전자로지텍	I07	물류·운송·해운·항공	I07-2	택배·3PL·창고·라스트마일 물류
현대경제연구원	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
에스케이온	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
한국투자저축은행	I15	금융 – 은행·저축은행	I15-2	저축은행·상호금융·협동조합 금융
케이엠아이한국의학연구소	I19	헬스케어·제약·바이오·의료	I19-2	병원·의료기관·검진센터·디지털헬스케어
세아에스티엑스엔테크	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
롯데렌탈	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
한국토요타자동차	I04	자동차·모빌리티·부품·타이어	I04-1	완성차·모빌리티 OEM
월드비전코리아	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
파라다이스	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
현대엔지비	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
에스케이네트웍스	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
오라클 한국	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
김앤장씨앤씨	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
코리아세븐	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
씨제이대한통운	I07	물류·운송·해운·항공	I07-2	택배·3PL·창고·라스트마일 물류
막스코	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
삼양홀딩스	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
삼성서울병원	I19	헬스케어·제약·바이오·의료	I19-2	병원·의료기관·검진센터·디지털헬스케어
동아일보	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
세스코라이프케어	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
지에스네오텍	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
정식품	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
한화	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
도레이첨단소재	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
매일유업	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
현대글로비스	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
자이씨앤에이	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
농심	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
옵트론텍	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
세진중공업	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
동성케미컬	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
한국토지신탁	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
금호에이치티	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
금호타이어	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
아이비케이기업은행	I15	금융 – 은행·저축은행	I15-1	시중·지방·인터넷은행
남양	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
네이버	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-1	포털·검색·SNS·커뮤니티·웹툰·웹소설
네패스	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
노벨리스코리아	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
농협중앙회	I15	금융 – 은행·저축은행	I15-2	저축은행·상호금융·협동조합 금융
다우기술	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
대상웰라이프	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
대웅제약	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
동원에프앤비	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
두산매거진	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
두산중공업	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
디비생명보험	I17	금융 – 보험	I17-1	생명보험
디비하이텍	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
디와이파워	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
디지털대성	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
디피니션	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
롯데마트	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
롯데물산	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
롯데지알에스	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
롯데칠성음료	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
롯데홈쇼핑	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
루트로닉	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
르노코리아자동차	I04	자동차·모빌리티·부품·타이어	I04-1	완성차·모빌리티 OEM
리치앤코	I17	금융 – 보험	I17-2	손해보험·재보험·보험서비스
메르센코리아	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
바이오노트	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
벡터	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
벽산엔지니어링	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
보그워너테크놀로지스코리아	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
브이엔티지	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
비비안	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
비상교육	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
비전넥스트	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
빙그레	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
사람인에이치알	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
사조오양	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
삼양식품	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
삼천리	I01	에너지·유틸리티	I01-1	전력·가스·환경유틸리티
세메스	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
세보엠이씨	I06	건설·엔지니어링·부동산	I06-1	건축·토목·플랜트 시공(EPC)
세아베스틸지주	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
슈나이더일렉트릭	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
스마일게이트	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
신세계디에프	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
신한은행	I15	금융 – 은행·저축은행	I15-1	시중·지방·인터넷은행
신한카드	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
신한디에스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
심텍	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
쎄트렉아이	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
씨제이텔레닉스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
아주약품	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
어세스타	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
에르메스코리아	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
에스넷시스템	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
에스비아이저축은행	I15	금융 – 은행·저축은행	I15-2	저축은행·상호금융·협동조합 금융
에이치디현대사이트솔루션	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
에이케이에스앤디	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
엘에스전선	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
여기어때컴퍼니	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
오스템임플란트	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
씨제이올리브영	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
우아한형제들	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
원익아이피에스	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
위니아에이드	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
유니드	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
유진그룹	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
유진아이티서비스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
유진자산운용	I16	금융 – 증권·자산운용·투자은행	I16-2	자산운용·사모·벤처투자·증권금융
이랜드	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
이수페타시스	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
인터파크	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
자라리테일코리아	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
전자랜드	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
정상제이엘에스	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
제이티친애저축은행	I15	금융 – 은행·저축은행	I15-2	저축은행·상호금융·협동조합 금융
조선호텔앤리조트	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
종근당홀딩스	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
중앙홀딩스	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
지니뮤직	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
지투알	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
창신아이엔씨	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
카카오엔터테인먼트	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
카카오페이	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
컬리	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
케이뱅크	I15	금융 – 은행·저축은행	I15-1	시중·지방·인터넷은행
코오롱인더스트리	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
코웨이	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
콜마비앤에이치	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
쿠팡	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
크린랩	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
태광산업	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
테크윙	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
톱텍	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
트랜스코스모스코리아	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
티맥스소프트	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
티빙	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
티알엔	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
티케이엘리베이터	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
파나소닉디바이스세일즈코리아	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
파워로직스	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
팜스코	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
팬오션	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
퍼플아이오	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
포스코	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
포스코인터내셔널	I01	에너지·유틸리티	I01-2	정유·연료·에너지트레이딩
푸드테크	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
풀무원푸드앤컬처	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
풍산	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
피트니스캔디	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
하림펫푸드	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
한국경제신문	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
한국알콘	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
한국앤컴퍼니	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
한국야금	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
한국얀센	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
한국요꼬가와일렉트로닉스매뉴팩처링	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
한국투자증권	I16	금융 – 증권·자산운용·투자은행	I16-1	증권사·브로커리지·IB
한독	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
한미글로벌	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
한솔교육	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
한양디지텍	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
한화갤러리아	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
한화건설	I06	건설·엔지니어링·부동산	I06-1	건축·토목·플랜트 시공(EPC)
한화비전	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
한화생명	I17	금융 – 보험	I17-1	생명보험
한화인재경영원	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
한화투자증권	I16	금융 – 증권·자산운용·투자은행	I16-1	증권사·브로커리지·IB
해성그룹	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
현대	I04	자동차·모빌리티·부품·타이어	I04-1	완성차·모빌리티 OEM
현대렌탈케어	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
현대씨앤알	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
현대에이치디에스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
현대엔지니어링	I06	건설·엔지니어링·부동산	I06-1	건축·토목·플랜트 시공(EPC)
호텔신라	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
홈앤쇼핑	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
화이자	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
화천기공	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
효성인포메이션시스템	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
한국후지필름비즈니스이노베이션	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
휴온스글로벌	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
휴젤	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
아디다스코리아	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
에이아이에이생명	I17	금융 – 보험	I17-1	생명보험
에이제이네트웍스	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
비엔케이캐피탈	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
씨제이이엔엠	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
씨제이프레시웨이	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
씨제이피드앤케어	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
디엘이앤씨	I06	건설·엔지니어링·부동산	I06-1	건축·토목·플랜트 시공(EPC)
이와이한영	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
구글코리아	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-1	포털·검색·SNS·커뮤니티·웹툰·웹소설
지에스파워	I01	에너지·유틸리티	I01-1	전력·가스·환경유틸리티
지에스이피에스	I01	에너지·유틸리티	I01-1	전력·가스·환경유틸리티
지에스아이티엠	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
에이치에이치아이	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
에이치엠엠	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
에이치엔	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
현대위아	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
얀센코리아	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
제이더블유홀딩스	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
제이와이피엔터테인먼트	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
케이티앤지	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
케이티클라우드	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
엘에프	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
엘에프네트웍스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
엘지	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
엘지씨엔에스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
엘지인화원	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
엘지화학	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
엘아이지	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
롯데	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
엘에스산전	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
엘에스일렉트릭	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
